Tile Properties:
  GID: 107, Properties: {'id': 1, 'source': 'house1.png', 'trans': None, 'width': '85', 'height': '110', 'frames': []}
  GID: 108, Properties: {'id': 2, 'source': 'house2.png', 'trans': None, 'width': '74', 'height': '74', 'frames': []}
  GID: 109, Properties: {'id': 0, 'source': 'cafe.png', 'trans': None, 'width': '75', 'height': '84', 'frames': []}
  GID: 110, Properties: {'id': 3, 'source': 'store.png', 'trans': None, 'width': '86', 'height': '75', 'frames': []}
  GID: 111, Properties: {'id': 32, 'source': 'tree2.png', 'trans': None, 'width': '31', 'height': '33', 'frames': []}
  GID: 112, Properties: {'id': 0, 'source': 'bush2.png', 'trans': None, 'width': '16', 'height': '18', 'frames': []}
  GID: 113, Properties: {'id': 1, 'source': 'bush1.png', 'trans': None, 'width': '16', 'height': '18', 'frames': []}
  GID: 114, Properties: {'id': 29, 'source': 'tree3.png', 'trans': None, 'width': '31', 'height': '33', 'frames': []}
  GID: 115, Properties: {'id': 16, 'source': 'lilypad2.png', 'trans': None, 'width': '16', 'height': '17', 'frames': []}
  GID: 116, Properties: {'id': 15, 'source': 'lilypad1.png', 'trans': None, 'width': '16', 'height': '17', 'frames': []}
  GID: 117, Properties: {'id': 4, 'source': 'flower2.png', 'trans': None, 'width': '16', 'height': '15', 'frames': []}
  GID: 118, Properties: {'id': 27, 'source': 'stump2.png', 'trans': None, 'width': '16', 'height': '15', 'frames': []}
  GID: 119, Properties: {'id': 26, 'source': 'stump1.png', 'trans': None, 'width': '16', 'height': '15', 'frames': []}
  GID: 120, Properties: {'id': 30, 'source': 'tree1.png', 'trans': None, 'width': '17', 'height': '34', 'frames': []}
  GID: 121, Properties: {'id': 25, 'source': 'tile007.png', 'trans': None, 'width': '15', 'height': '16', 'frames': []}
  GID: 122, Properties: {'id': 17, 'source': 'rock1.png', 'trans': None, 'width': '16', 'height': '17', 'frames': []}
  GID: 123, Properties: {'id': 18, 'source': 'rock2.png', 'trans': None, 'width': '16', 'height': '17', 'frames': []}
  GID: 124, Properties: {'id': 2, 'source': 'fruit1.png', 'trans': None, 'width': '16', 'height': '15', 'frames': []}
  GID: 125, Properties: {'id': 3, 'source': 'flower1.png', 'trans': None, 'width': '15', 'height': '15', 'frames': []}
  GID: 126, Properties: {'id': 5, 'source': 'flower3.png', 'trans': None, 'width': '16', 'height': '15', 'frames': []}
  GID: 127, Properties: {'id': 6, 'source': 'flower4.png', 'trans': None, 'width': '15', 'height': '15', 'frames': []}
  GID: 128, Properties: {'id': 7, 'source': 'flower5.png', 'trans': None, 'width': '16', 'height': '15', 'frames': []}
  GID: 129, Properties: {'id': 8, 'source': 'flower6.png', 'trans': None, 'width': '15', 'height': '31', 'frames': []}
  GID: 130, Properties: {'id': 9, 'source': 'fruit6.png', 'trans': None, 'width': '16', 'height': '13', 'frames': []}
  GID: 131, Properties: {'id': 10, 'source': 'fruit2.png', 'trans': None, 'width': '14', 'height': '15', 'frames': []}
  GID: 132, Properties: {'id': 11, 'source': 'fruit3.png', 'trans': None, 'width': '16', 'height': '15', 'frames': []}
  GID: 133, Properties: {'id': 12, 'source': 'fruit4.png', 'trans': None, 'width': '16', 'height': '15', 'frames': []}
  GID: 134, Properties: {'id': 13, 'source': 'fruit5.png', 'trans': None, 'width': '12', 'height': '13', 'frames': []}
  GID: 135, Properties: {'id': 14, 'source': 'log1.png', 'trans': None, 'width': '16', 'height': '15', 'frames': []}
  GID: 136, Properties: {'id': 19, 'source': 'mushroom1.png', 'trans': None, 'width': '16', 'height': '16', 'frames': []}
  GID: 137, Properties: {'id': 20, 'source': 'mushroom2.png', 'trans': None, 'width': '16', 'height': '16', 'frames': []}
  GID: 138, Properties: {'id': 21, 'source': 'mushroom3.png', 'trans': None, 'width': '16', 'height': '16', 'frames': []}
  GID: 139, Properties: {'id': 22, 'source': 'mushroom4.png', 'trans': None, 'width': '15', 'height': '16', 'frames': []}
  GID: 140, Properties: {'id': 23, 'source': 'sapling2.png', 'trans': None, 'width': '16', 'height': '16', 'frames': []}
  GID: 141, Properties: {'id': 24, 'source': 'sapling1.png', 'trans': None, 'width': '16', 'height': '16', 'frames': []}
  GID: 142, Properties: {'id': 28, 'source': 'tile006.png', 'trans': None, 'width': '16', 'height': '16', 'frames': []}
  GID: 143, Properties: {'id': 31, 'source': 'tree1cut.png', 'trans': None, 'width': '34', 'height': '14', 'frames': []}
  GID: 144, Properties: {'id': 33, 'source': 'tree2cut.png', 'trans': None, 'width': '36', 'height': '18', 'frames': []}
  GID: 145, Properties: {'id': 0, 'growth_stage': 0, 'max_stage': 5, 'next_stage_gid': 1, 'source': '../images/plants/wheat1.png', 'trans': None, 'width': '16', 'height': '16', 'frames': []}
  GID: 146, Properties: {'id': 1, 'growth_stage': 1, 'max_stage': 5, 'next_stage_gid': 2, 'source': '../images/plants/wheat2.png', 'trans': None, 'width': '16', 'height': '16', 'frames': []}
  GID: 147, Properties: {'id': 2, 'growth_stage': 2, 'max_stage': 5, 'next_stage_gid': 3, 'source': '../images/plants/wheat3.png', 'trans': None, 'width': '16', 'height': '16', 'frames': []}
  GID: 148, Properties: {'id': 3, 'growth_stage': 3, 'max_stage': 5, 'next_stage_gid': 4, 'source': '../images/plants/wheat4.png', 'trans': None, 'width': '16', 'height': '16', 'frames': []}
  GID: 149, Properties: {'id': 4, 'growth_stage': 4, 'max_stage': 5, 'next_stage_gid': 5, 'source': '../images/plants/wheat5.png', 'trans': None, 'width': '16', 'height': '16', 'frames': []}
  GID: 150, Properties: {'id': 5, 'growth_stage': 5, 'max_stage': 5, 'next_stage_gid': 0, 'source': '../images/plants/wheat6.png', 'trans': None, 'width': '16', 'height': '16', 'frames': []}
  GID: 151, Properties: {'id': 6, 'growth_stage': 0, 'max_stage': 5, 'next_stage_gid': 7, 'source': '../images/plants/tomato1.png', 'trans': None, 'width': '16', 'height': '16', 'frames': []}
  GID: 152, Properties: {'id': 7, 'growth_stage': 1, 'max_stage': 5, 'next_stage_gid': 8, 'source': '../images/plants/tomato2.png', 'trans': None, 'width': '16', 'height': '16', 'frames': []}
  GID: 153, Properties: {'id': 8, 'growth_stage': 2, 'max_stage': 5, 'next_stage_gid': 9, 'source': '../images/plants/tomato3.png', 'trans': None, 'width': '16', 'height': '16', 'frames': []}
  GID: 154, Properties: {'id': 9, 'growth_stage': 3, 'max_stage': 5, 'next_stage_gid': 10, 'source': '../images/plants/tomato4.png', 'trans': None, 'width': '16', 'height': '16', 'frames': []}
  GID: 155, Properties: {'id': 10, 'growth_stage': 4, 'max_stage': 5, 'next_stage_gid': 11, 'source': '../images/plants/tomato5.png', 'trans': None, 'width': '16', 'height': '16', 'frames': []}
  GID: 156, Properties: {'id': 11, 'growth_stage': 5, 'max_stage': 5, 'next_stage_gid': 0, 'source': '../images/plants/tomato6.png', 'trans': None, 'width': '16', 'height': '16', 'frames': []}

Layer Data:
Layer: GID_setter
  Tile at (0, 0) - GID: 1
  Tile at (42, 3) - GID: 8
  Tile at (43, 3) - GID: 3
  Tile at (44, 3) - GID: 3
  Tile at (45, 3) - GID: 4
  Tile at (46, 3) - GID: 5
  Tile at (47, 3) - GID: 8
  Tile at (48, 3) - GID: 7
  Tile at (49, 3) - GID: 8
  Tile at (0, 4) - GID: 5
  Tile at (1, 4) - GID: 6
  Tile at (2, 4) - GID: 4
  Tile at (3, 4) - GID: 7
  Tile at (4, 4) - GID: 6
  Tile at (5, 4) - GID: 6
  Tile at (6, 4) - GID: 7
  Tile at (7, 4) - GID: 6
  Tile at (8, 4) - GID: 4
  Tile at (9, 4) - GID: 3
  Tile at (10, 4) - GID: 5
  Tile at (11, 4) - GID: 6
  Tile at (12, 4) - GID: 4
  Tile at (13, 4) - GID: 3
  Tile at (14, 4) - GID: 7
  Tile at (15, 4) - GID: 4
  Tile at (16, 4) - GID: 5
  Tile at (17, 4) - GID: 4
  Tile at (18, 4) - GID: 7
  Tile at (19, 4) - GID: 4
  Tile at (20, 4) - GID: 6
  Tile at (21, 4) - GID: 4
  Tile at (22, 4) - GID: 8
  Tile at (23, 4) - GID: 6
  Tile at (24, 4) - GID: 6
  Tile at (25, 4) - GID: 3
  Tile at (26, 4) - GID: 3
  Tile at (27, 4) - GID: 4
  Tile at (28, 4) - GID: 6
  Tile at (29, 4) - GID: 8
  Tile at (30, 4) - GID: 3
  Tile at (31, 4) - GID: 6
  Tile at (32, 4) - GID: 4
  Tile at (33, 4) - GID: 7
  Tile at (34, 4) - GID: 5
  Tile at (35, 4) - GID: 5
  Tile at (36, 4) - GID: 7
  Tile at (37, 4) - GID: 8
  Tile at (38, 4) - GID: 5
  Tile at (39, 4) - GID: 3
  Tile at (40, 4) - GID: 6
  Tile at (41, 4) - GID: 5
  Tile at (42, 4) - GID: 6
  Tile at (43, 4) - GID: 6
  Tile at (44, 4) - GID: 7
  Tile at (45, 4) - GID: 3
  Tile at (46, 4) - GID: 3
  Tile at (47, 4) - GID: 7
  Tile at (48, 4) - GID: 6
  Tile at (49, 4) - GID: 8
  Tile at (0, 5) - GID: 4
  Tile at (1, 5) - GID: 6
  Tile at (2, 5) - GID: 6
  Tile at (3, 5) - GID: 4
  Tile at (4, 5) - GID: 4
  Tile at (5, 5) - GID: 6
  Tile at (6, 5) - GID: 6
  Tile at (7, 5) - GID: 7
  Tile at (8, 5) - GID: 7
  Tile at (9, 5) - GID: 3
  Tile at (10, 5) - GID: 8
  Tile at (11, 5) - GID: 8
  Tile at (12, 5) - GID: 4
  Tile at (13, 5) - GID: 8
  Tile at (14, 5) - GID: 7
  Tile at (15, 5) - GID: 5
  Tile at (16, 5) - GID: 4
  Tile at (17, 5) - GID: 7
  Tile at (18, 5) - GID: 7
  Tile at (19, 5) - GID: 7
  Tile at (20, 5) - GID: 5
  Tile at (21, 5) - GID: 7
  Tile at (22, 5) - GID: 4
  Tile at (23, 5) - GID: 4
  Tile at (24, 5) - GID: 5
  Tile at (25, 5) - GID: 3
  Tile at (26, 5) - GID: 8
  Tile at (27, 5) - GID: 5
  Tile at (28, 5) - GID: 8
  Tile at (29, 5) - GID: 6
  Tile at (30, 5) - GID: 8
  Tile at (31, 5) - GID: 6
  Tile at (32, 5) - GID: 5
  Tile at (33, 5) - GID: 6
  Tile at (34, 5) - GID: 5
  Tile at (35, 5) - GID: 7
  Tile at (36, 5) - GID: 5
  Tile at (37, 5) - GID: 6
  Tile at (38, 5) - GID: 7
  Tile at (39, 5) - GID: 3
  Tile at (40, 5) - GID: 4
  Tile at (41, 5) - GID: 3
  Tile at (42, 5) - GID: 7
  Tile at (43, 5) - GID: 6
  Tile at (44, 5) - GID: 6
  Tile at (45, 5) - GID: 3
  Tile at (46, 5) - GID: 3
  Tile at (47, 5) - GID: 6
  Tile at (48, 5) - GID: 4
  Tile at (49, 5) - GID: 7
  Tile at (0, 6) - GID: 7
  Tile at (1, 6) - GID: 8
  Tile at (2, 6) - GID: 4
  Tile at (3, 6) - GID: 7
  Tile at (4, 6) - GID: 5
  Tile at (5, 6) - GID: 6
  Tile at (6, 6) - GID: 3
  Tile at (7, 6) - GID: 4
  Tile at (8, 6) - GID: 8
  Tile at (9, 6) - GID: 3
  Tile at (10, 6) - GID: 3
  Tile at (11, 6) - GID: 8
  Tile at (12, 6) - GID: 7
  Tile at (13, 6) - GID: 6
  Tile at (14, 6) - GID: 5
  Tile at (15, 6) - GID: 3
  Tile at (16, 6) - GID: 6
  Tile at (17, 6) - GID: 7
  Tile at (18, 6) - GID: 4
  Tile at (19, 6) - GID: 6
  Tile at (20, 6) - GID: 6
  Tile at (21, 6) - GID: 6
  Tile at (22, 6) - GID: 5
  Tile at (23, 6) - GID: 4
  Tile at (24, 6) - GID: 7
  Tile at (25, 6) - GID: 3
  Tile at (26, 6) - GID: 8
  Tile at (27, 6) - GID: 7
  Tile at (28, 6) - GID: 4
  Tile at (29, 6) - GID: 6
  Tile at (30, 6) - GID: 6
  Tile at (31, 6) - GID: 5
  Tile at (32, 6) - GID: 5
  Tile at (33, 6) - GID: 7
  Tile at (34, 6) - GID: 7
  Tile at (35, 6) - GID: 4
  Tile at (36, 6) - GID: 7
  Tile at (37, 6) - GID: 7
  Tile at (38, 6) - GID: 7
  Tile at (39, 6) - GID: 8
  Tile at (40, 6) - GID: 3
  Tile at (41, 6) - GID: 4
  Tile at (42, 6) - GID: 7
  Tile at (43, 6) - GID: 6
  Tile at (44, 6) - GID: 8
  Tile at (45, 6) - GID: 8
  Tile at (46, 6) - GID: 8
  Tile at (47, 6) - GID: 4
  Tile at (48, 6) - GID: 5
  Tile at (49, 6) - GID: 7
  Tile at (0, 7) - GID: 7
  Tile at (1, 7) - GID: 6
  Tile at (2, 7) - GID: 8
  Tile at (3, 7) - GID: 5
  Tile at (4, 7) - GID: 6
  Tile at (5, 7) - GID: 7
  Tile at (6, 7) - GID: 4
  Tile at (7, 7) - GID: 7
  Tile at (8, 7) - GID: 8
  Tile at (9, 7) - GID: 4
  Tile at (10, 7) - GID: 8
  Tile at (11, 7) - GID: 4
  Tile at (12, 7) - GID: 8
  Tile at (13, 7) - GID: 4
  Tile at (14, 7) - GID: 4
  Tile at (15, 7) - GID: 3
  Tile at (16, 7) - GID: 7
  Tile at (17, 7) - GID: 8
  Tile at (18, 7) - GID: 5
  Tile at (19, 7) - GID: 6
  Tile at (20, 7) - GID: 6
  Tile at (21, 7) - GID: 7
  Tile at (22, 7) - GID: 3
  Tile at (23, 7) - GID: 4
  Tile at (24, 7) - GID: 3
  Tile at (25, 7) - GID: 7
  Tile at (26, 7) - GID: 5
  Tile at (27, 7) - GID: 3
  Tile at (28, 7) - GID: 4
  Tile at (29, 7) - GID: 6
  Tile at (30, 7) - GID: 3
  Tile at (31, 7) - GID: 7
  Tile at (32, 7) - GID: 6
  Tile at (33, 7) - GID: 5
  Tile at (34, 7) - GID: 6
  Tile at (35, 7) - GID: 5
  Tile at (36, 7) - GID: 7
  Tile at (37, 7) - GID: 7
